iid,gender,condtn,wave,round,order,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field,field_cd,undergra,race,imprace,imprelig,from,zipcode,goal,date,go_out,career,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,dec,attr,sinc,intel,fun,amb,shar,like,prob,met,match_es,satis_2,length,numdat_2,attr1_2,sinc1_2,intel1_2,fun1_2,amb1_2,shar1_2,attr3_2,sinc3_2,intel3_2,fun3_2,amb3_2,from_c
2,0,1,1,10,10,11,0,0.29,1,27.0,2.0,35.0,20.0,20.0,20.0,0.0,5.0,0,8.0,7.0,6.0,9.0,7.0,4.0,7.0,2.0,2.0,24.0,law,1.0,0,2.0,2.0,5.0,Alabama,35223.0,1.0,5.0,1.0,law,1.0,3.0,2.0,7.0,10.0,8.0,6.0,3.0,5.0,8.0,10.0,1.0,9.0,8.0,7.0,8.0,3.0,1.0,4.0,45.0,5.0,25.0,20.0,0.0,5.0,65.0,0.0,10.0,25.0,0.0,0.0,7.0,5.0,10.0,8.0,3.0,0,5.0,7.0,8.0,4.0,6.0,3.0,6.0,4.0,2.0,3.0,5.0,2.0,,18.92,18.92,21.62,27.03,5.41,8.11,7.0,6.0,8.0,9.0,4.0,1.0
2,0,1,1,10,9,12,0,0.18,1,22.0,2.0,60.0,0.0,0.0,40.0,0.0,0.0,0,7.0,6.0,10.0,6.0,6.0,5.0,8.0,4.0,2.0,24.0,law,1.0,0,2.0,2.0,5.0,Alabama,35223.0,1.0,5.0,1.0,law,1.0,3.0,2.0,7.0,10.0,8.0,6.0,3.0,5.0,8.0,10.0,1.0,9.0,8.0,7.0,8.0,3.0,1.0,4.0,45.0,5.0,25.0,20.0,0.0,5.0,65.0,0.0,10.0,25.0,0.0,0.0,7.0,5.0,10.0,8.0,3.0,0,8.0,5.0,6.0,6.0,9.0,6.0,7.0,3.0,2.0,3.0,5.0,2.0,,18.92,18.92,21.62,27.03,5.41,8.11,7.0,6.0,8.0,9.0,4.0,1.0
2,0,1,1,10,6,13,0,0.1,0,22.0,4.0,19.0,18.0,19.0,18.0,14.0,12.0,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,24.0,law,1.0,0,2.0,2.0,5.0,Alabama,35223.0,1.0,5.0,1.0,law,1.0,3.0,2.0,7.0,10.0,8.0,6.0,3.0,5.0,8.0,10.0,1.0,9.0,8.0,7.0,8.0,3.0,1.0,4.0,45.0,5.0,25.0,20.0,0.0,5.0,65.0,0.0,10.0,25.0,0.0,0.0,7.0,5.0,10.0,8.0,3.0,0,5.0,8.0,9.0,6.0,3.0,4.0,6.0,7.0,2.0,3.0,5.0,2.0,,18.92,18.92,21.62,27.03,5.41,8.11,7.0,6.0,8.0,9.0,4.0,1.0
2,0,1,1,10,1,14,1,-0.21,1,23.0,2.0,30.0,5.0,15.0,40.0,5.0,5.0,1,9.0,9.0,9.0,9.0,9.0,9.0,9.0,7.0,2.0,24.0,law,1.0,0,2.0,2.0,5.0,Alabama,35223.0,1.0,5.0,1.0,law,1.0,3.0,2.0,7.0,10.0,8.0,6.0,3.0,5.0,8.0,10.0,1.0,9.0,8.0,7.0,8.0,3.0,1.0,4.0,45.0,5.0,25.0,20.0,0.0,5.0,65.0,0.0,10.0,25.0,0.0,0.0,7.0,5.0,10.0,8.0,3.0,1,7.0,9.0,7.0,6.0,5.0,7.0,7.0,8.0,2.0,3.0,5.0,2.0,,18.92,18.92,21.62,27.03,5.41,8.11,7.0,6.0,8.0,9.0,4.0,1.0
2,0,1,1,10,3,15,0,0.32,0,24.0,3.0,30.0,10.0,20.0,10.0,10.0,20.0,1,10.0,10.0,10.0,10.0,7.0,8.0,10.0,1.0,1.0,24.0,law,1.0,0,2.0,2.0,5.0,Alabama,35223.0,1.0,5.0,1.0,law,1.0,3.0,2.0,7.0,10.0,8.0,6.0,3.0,5.0,8.0,10.0,1.0,9.0,8.0,7.0,8.0,3.0,1.0,4.0,45.0,5.0,25.0,20.0,0.0,5.0,65.0,0.0,10.0,25.0,0.0,0.0,7.0,5.0,10.0,8.0,3.0,0,6.0,8.0,7.0,9.0,7.0,8.0,8.0,6.0,1.0,3.0,5.0,2.0,,18.92,18.92,21.62,27.03,5.41,8.11,7.0,6.0,8.0,9.0,4.0,1.0
2,0,1,1,10,2,16,0,0.73,1,25.0,2.0,50.0,0.0,30.0,10.0,0.0,10.0,1,7.0,8.0,7.0,5.0,7.0,7.0,7.0,5.0,2.0,24.0,law,1.0,0,2.0,2.0,5.0,Alabama,35223.0,1.0,5.0,1.0,law,1.0,3.0,2.0,7.0,10.0,8.0,6.0,3.0,5.0,8.0,10.0,1.0,9.0,8.0,7.0,8.0,3.0,1.0,4.0,45.0,5.0,25.0,20.0,0.0,5.0,65.0,0.0,10.0,25.0,0.0,0.0,7.0,5.0,10.0,8.0,3.0,0,8.0,7.0,8.0,3.0,6.0,2.0,6.0,5.0,2.0,3.0,5.0,2.0,,18.92,18.92,21.62,27.03,5.41,8.11,7.0,6.0,8.0,9.0,4.0,1.0
2,0,1,1,10,7,17,0,0.6,1,30.0,2.0,35.0,15.0,25.0,10.0,5.0,10.0,0,5.0,3.0,4.0,3.0,5.0,3.0,4.0,3.0,2.0,24.0,law,1.0,0,2.0,2.0,5.0,Alabama,35223.0,1.0,5.0,1.0,law,1.0,3.0,2.0,7.0,10.0,8.0,6.0,3.0,5.0,8.0,10.0,1.0,9.0,8.0,7.0,8.0,3.0,1.0,4.0,45.0,5.0,25.0,20.0,0.0,5.0,65.0,0.0,10.0,25.0,0.0,0.0,7.0,5.0,10.0,8.0,3.0,1,7.0,5.0,9.0,6.0,7.0,9.0,8.0,7.0,2.0,3.0,5.0,2.0,,18.92,18.92,21.62,27.03,5.41,8.11,7.0,6.0,8.0,9.0,4.0,1.0
2,0,1,1,10,8,18,0,0.07,1,27.0,2.0,33.33,11.11,11.11,11.11,11.11,22.22,1,7.0,7.0,7.0,7.0,7.0,5.0,7.0,6.0,2.0,24.0,law,1.0,0,2.0,2.0,5.0,Alabama,35223.0,1.0,5.0,1.0,law,1.0,3.0,2.0,7.0,10.0,8.0,6.0,3.0,5.0,8.0,10.0,1.0,9.0,8.0,7.0,8.0,3.0,1.0,4.0,45.0,5.0,25.0,20.0,0.0,5.0,65.0,0.0,10.0,25.0,0.0,0.0,7.0,5.0,10.0,8.0,3.0,0,5.0,8.0,7.0,5.0,9.0,5.0,5.0,6.0,2.0,3.0,5.0,2.0,,18.92,18.92,21.62,27.03,5.41,8.11,7.0,6.0,8.0,9.0,4.0,1.0
2,0,1,1,10,4,19,1,0.11,1,28.0,2.0,50.0,0.0,25.0,10.0,0.0,15.0,1,8.0,6.0,9.0,9.0,8.0,7.0,8.0,8.0,2.0,24.0,law,1.0,0,2.0,2.0,5.0,Alabama,35223.0,1.0,5.0,1.0,law,1.0,3.0,2.0,7.0,10.0,8.0,6.0,3.0,5.0,8.0,10.0,1.0,9.0,8.0,7.0,8.0,3.0,1.0,4.0,45.0,5.0,25.0,20.0,0.0,5.0,65.0,0.0,10.0,25.0,0.0,0.0,7.0,5.0,10.0,8.0,3.0,1,7.0,6.0,8.0,9.0,4.0,5.0,5.0,6.0,2.0,3.0,5.0,2.0,,18.92,18.92,21.62,27.03,5.41,8.11,7.0,6.0,8.0,9.0,4.0,1.0
2,0,1,1,10,5,20,0,0.39,1,24.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0,6.0,5.0,7.0,7.0,9.0,7.0,6.0,9.0,2.0,24.0,law,1.0,0,2.0,2.0,5.0,Alabama,35223.0,1.0,5.0,1.0,law,1.0,3.0,2.0,7.0,10.0,8.0,6.0,3.0,5.0,8.0,10.0,1.0,9.0,8.0,7.0,8.0,3.0,1.0,4.0,45.0,5.0,25.0,20.0,0.0,5.0,65.0,0.0,10.0,25.0,0.0,0.0,7.0,5.0,10.0,8.0,3.0,1,6.0,7.0,8.0,7.0,9.0,8.0,8.0,7.0,2.0,3.0,5.0,2.0,,18.92,18.92,21.62,27.03,5.41,8.11,7.0,6.0,8.0,9.0,4.0,1.0
3,0,1,1,10,6,11,0,-0.24,1,27.0,2.0,35.0,20.0,20.0,20.0,0.0,5.0,0,7.0,8.0,6.0,5.0,8.0,4.0,5.0,2.0,1.0,25.0,Economics,2.0,0,2.0,8.0,4.0,Connecticut,6268.0,6.0,3.0,1.0,Economist,15.0,3.0,8.0,7.0,8.0,5.0,5.0,8.0,4.0,5.0,7.0,8.0,7.0,7.0,7.0,5.0,8.0,7.0,4.0,35.0,10.0,35.0,10.0,10.0,0.0,50.0,0.0,20.0,30.0,0.0,0.0,8.0,9.0,8.0,9.0,8.0,0,7.0,9.0,10.0,7.0,8.0,9.0,8.0,7.0,1.0,,,,,,,,,,,,,,,,58.0
3,0,1,1,10,5,12,0,-0.14,1,22.0,2.0,60.0,0.0,0.0,40.0,0.0,0.0,0,6.0,7.0,10.0,6.0,6.0,5.0,7.0,3.0,2.0,25.0,Economics,2.0,0,2.0,8.0,4.0,Connecticut,6268.0,6.0,3.0,1.0,Economist,15.0,3.0,8.0,7.0,8.0,5.0,5.0,8.0,4.0,5.0,7.0,8.0,7.0,7.0,7.0,5.0,8.0,7.0,4.0,35.0,10.0,35.0,10.0,10.0,0.0,50.0,0.0,20.0,30.0,0.0,0.0,8.0,9.0,8.0,9.0,8.0,0,9.0,7.0,9.0,8.0,9.0,7.0,8.0,7.0,2.0,,,,,,,,,,,,,,,,58.0
3,0,1,1,10,2,13,0,0.09,0,22.0,4.0,19.0,18.0,19.0,18.0,14.0,12.0,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,25.0,Economics,2.0,0,2.0,8.0,4.0,Connecticut,6268.0,6.0,3.0,1.0,Economist,15.0,3.0,8.0,7.0,8.0,5.0,5.0,8.0,4.0,5.0,7.0,8.0,7.0,7.0,7.0,5.0,8.0,7.0,4.0,35.0,10.0,35.0,10.0,10.0,0.0,50.0,0.0,20.0,30.0,0.0,0.0,8.0,9.0,8.0,9.0,8.0,0,7.0,9.0,9.0,7.0,9.0,7.0,8.0,7.0,2.0,,,,,,,,,,,,,,,,58.0
3,0,1,1,10,7,14,0,-0.04,1,23.0,2.0,30.0,5.0,15.0,40.0,5.0,5.0,1,7.0,9.0,8.0,8.0,8.0,8.0,7.0,7.0,2.0,25.0,Economics,2.0,0,2.0,8.0,4.0,Connecticut,6268.0,6.0,3.0,1.0,Economist,15.0,3.0,8.0,7.0,8.0,5.0,5.0,8.0,4.0,5.0,7.0,8.0,7.0,7.0,7.0,5.0,8.0,7.0,4.0,35.0,10.0,35.0,10.0,10.0,0.0,50.0,0.0,20.0,30.0,0.0,0.0,8.0,9.0,8.0,9.0,8.0,0,9.0,7.0,9.0,7.0,9.0,7.0,8.0,7.0,2.0,,,,,,,,,,,,,,,,58.0
3,0,1,1,10,9,15,0,-0.14,0,24.0,3.0,30.0,10.0,20.0,10.0,10.0,20.0,1,6.0,10.0,8.0,6.0,,,6.0,1.0,2.0,25.0,Economics,2.0,0,2.0,8.0,4.0,Connecticut,6268.0,6.0,3.0,1.0,Economist,15.0,3.0,8.0,7.0,8.0,5.0,5.0,8.0,4.0,5.0,7.0,8.0,7.0,7.0,7.0,5.0,8.0,7.0,4.0,35.0,10.0,35.0,10.0,10.0,0.0,50.0,0.0,20.0,30.0,0.0,0.0,8.0,9.0,8.0,9.0,8.0,0,9.0,10.0,10.0,10.0,10.0,10.0,9.0,,2.0,,,,,,,,,,,,,,,,58.0
3,0,1,1,10,8,16,0,-0.3,1,25.0,2.0,50.0,0.0,30.0,10.0,0.0,10.0,1,7.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,2.0,25.0,Economics,2.0,0,2.0,8.0,4.0,Connecticut,6268.0,6.0,3.0,1.0,Economist,15.0,3.0,8.0,7.0,8.0,5.0,5.0,8.0,4.0,5.0,7.0,8.0,7.0,7.0,7.0,5.0,8.0,7.0,4.0,35.0,10.0,35.0,10.0,10.0,0.0,50.0,0.0,20.0,30.0,0.0,0.0,8.0,9.0,8.0,9.0,8.0,0,8.0,10.0,10.0,7.0,9.0,9.0,8.0,,2.0,,,,,,,,,,,,,,,,58.0
3,0,1,1,10,3,17,0,-0.26,1,30.0,2.0,35.0,15.0,25.0,10.0,5.0,10.0,0,6.0,3.0,5.0,4.0,5.0,4.0,2.0,2.0,2.0,25.0,Economics,2.0,0,2.0,8.0,4.0,Connecticut,6268.0,6.0,3.0,1.0,Economist,15.0,3.0,8.0,7.0,8.0,5.0,5.0,8.0,4.0,5.0,7.0,8.0,7.0,7.0,7.0,5.0,8.0,7.0,4.0,35.0,10.0,35.0,10.0,10.0,0.0,50.0,0.0,20.0,30.0,0.0,0.0,8.0,9.0,8.0,9.0,8.0,0,8.0,9.0,10.0,7.0,7.0,9.0,8.0,7.0,2.0,,,,,,,,,,,,,,,,58.0
3,0,1,1,10,4,18,0,0.29,1,27.0,2.0,33.33,11.11,11.11,11.11,11.11,22.22,0,4.0,5.0,6.0,4.0,6.0,4.0,5.0,1.0,2.0,25.0,Economics,2.0,0,2.0,8.0,4.0,Connecticut,6268.0,6.0,3.0,1.0,Economist,15.0,3.0,8.0,7.0,8.0,5.0,5.0,8.0,4.0,5.0,7.0,8.0,7.0,7.0,7.0,5.0,8.0,7.0,4.0,35.0,10.0,35.0,10.0,10.0,0.0,50.0,0.0,20.0,30.0,0.0,0.0,8.0,9.0,8.0,9.0,8.0,0,7.0,9.0,9.0,8.0,9.0,7.0,8.0,7.0,2.0,,,,,,,,,,,,,,,,58.0
3,0,1,1,10,10,19,0,-0.15,1,28.0,2.0,50.0,0.0,25.0,10.0,0.0,15.0,1,7.0,7.0,6.0,8.0,7.0,7.0,7.0,7.0,2.0,25.0,Economics,2.0,0,2.0,8.0,4.0,Connecticut,6268.0,6.0,3.0,1.0,Economist,15.0,3.0,8.0,7.0,8.0,5.0,5.0,8.0,4.0,5.0,7.0,8.0,7.0,7.0,7.0,5.0,8.0,7.0,4.0,35.0,10.0,35.0,10.0,10.0,0.0,50.0,0.0,20.0,30.0,0.0,0.0,8.0,9.0,8.0,9.0,8.0,0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,7.0,2.0,,,,,,,,,,,,,,,,58.0
3,0,1,1,10,1,20,0,-0.47,1,24.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0,5.0,6.0,8.0,5.0,8.0,6.0,5.0,5.0,2.0,25.0,Economics,2.0,0,2.0,8.0,4.0,Connecticut,6268.0,6.0,3.0,1.0,Economist,15.0,3.0,8.0,7.0,8.0,5.0,5.0,8.0,4.0,5.0,7.0,8.0,7.0,7.0,7.0,5.0,8.0,7.0,4.0,35.0,10.0,35.0,10.0,10.0,0.0,50.0,0.0,20.0,30.0,0.0,0.0,8.0,9.0,8.0,9.0,8.0,0,8.0,7.0,9.0,7.0,9.0,7.0,8.0,7.0,2.0,,,,,,,,,,,,,,,,58.0
4,0,1,1,10,3,11,0,-0.18,1,27.0,2.0,35.0,20.0,20.0,20.0,0.0,5.0,0,6.0,7.0,8.0,7.0,7.0,5.0,6.0,3.0,2.0,23.0,Law,1.0,0,2.0,1.0,1.0,Texas,77096.0,1.0,5.0,1.0,lawyer/policy work,1.0,1.0,1.0,6.0,7.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,9.0,7.0,8.0,7.0,1.0,8.0,1.0,20.0,20.0,20.0,20.0,10.0,10.0,30.0,10.0,15.0,30.0,5.0,10.0,7.0,8.0,9.0,7.0,8.0,0,4.0,10.0,8.0,5.0,8.0,7.0,6.0,7.0,2.0,2.0,4.0,3.0,2.0,24.14,13.79,20.69,27.59,10.34,3.45,6.0,8.0,7.0,8.0,6.0,207.0
4,0,1,1,10,2,12,0,-0.18,1,22.0,2.0,60.0,0.0,0.0,40.0,0.0,0.0,0,6.0,5.0,10.0,6.0,6.0,5.0,6.0,3.0,1.0,23.0,Law,1.0,0,2.0,1.0,1.0,Texas,77096.0,1.0,5.0,1.0,lawyer/policy work,1.0,1.0,1.0,6.0,7.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,9.0,7.0,8.0,7.0,1.0,8.0,1.0,20.0,20.0,20.0,20.0,10.0,10.0,30.0,10.0,15.0,30.0,5.0,10.0,7.0,8.0,9.0,7.0,8.0,0,8.0,7.0,8.0,10.0,7.0,8.0,8.0,1.0,1.0,2.0,4.0,3.0,2.0,24.14,13.79,20.69,27.59,10.34,3.45,6.0,8.0,7.0,8.0,6.0,207.0
4,0,1,1,10,9,13,0,0.05,0,22.0,4.0,19.0,18.0,19.0,18.0,14.0,12.0,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,23.0,Law,1.0,0,2.0,1.0,1.0,Texas,77096.0,1.0,5.0,1.0,lawyer/policy work,1.0,1.0,1.0,6.0,7.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,9.0,7.0,8.0,7.0,1.0,8.0,1.0,20.0,20.0,20.0,20.0,10.0,10.0,30.0,10.0,15.0,30.0,5.0,10.0,7.0,8.0,9.0,7.0,8.0,0,4.0,7.0,8.0,8.0,6.0,7.0,4.0,1.0,2.0,2.0,4.0,3.0,2.0,24.14,13.79,20.69,27.59,10.34,3.45,6.0,8.0,7.0,8.0,6.0,207.0
4,0,1,1,10,4,14,1,-0.18,1,23.0,2.0,30.0,5.0,15.0,40.0,5.0,5.0,1,7.0,7.0,7.0,9.0,9.0,9.0,8.0,10.0,1.0,23.0,Law,1.0,0,2.0,1.0,1.0,Texas,77096.0,1.0,5.0,1.0,lawyer/policy work,1.0,1.0,1.0,6.0,7.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,9.0,7.0,8.0,7.0,1.0,8.0,1.0,20.0,20.0,20.0,20.0,10.0,10.0,30.0,10.0,15.0,30.0,5.0,10.0,7.0,8.0,9.0,7.0,8.0,1,8.0,10.0,7.0,10.0,7.0,10.0,8.0,10.0,1.0,2.0,4.0,3.0,2.0,24.14,13.79,20.69,27.59,10.34,3.45,6.0,8.0,7.0,8.0,6.0,207.0
